query,level,implicit_keywords,hard_constraints,req_flight,req_car,req_hotel,req_attraction,cities_count,implicit_keywords_count,balance,impossible,total_score
"Please assist with a one way travel plan from Ürümqi to Chengdu for foodie. We are 5 travelers and we'll stay 3 days, need 3 hotel room(s), and our collective budget is 3034 USD. It would be great to visit Chengdu Snow Adventure while in Chengdu.",medium,['foodie'],"{""person_num"": 5, ""budget"": ""3034"", ""days"": 3}","{'departure_city': 'Ürümqi', 'arrival_city': ['Chengdu'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': 'Chengdu Snow Adventure'},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['foodie']}",0.0,0.0,3
"I'm thinking about a one way excursion from Niamey to Addis Ababa for photography. I'll stay 3 days, need 1 hotel room(s), and my budget is 3289 USD.",medium,['photography'],"{""person_num"": 1, ""budget"": ""3289"", ""days"": 3}","{'departure_city': 'Niamey', 'arrival_city': ['Addis Ababa'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['photography']}",0.0,0.0,3
"I'd like to arrange a one way holiday for 3 travelers from Seattle to Calgary for luxury travelers. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 3699 USD. It would be great to visit Echoes of the Prairie No.3 while in Calgary.",medium,['luxury travelers'],"{""person_num"": 3, ""budget"": ""3699"", ""days"": 3}","{'departure_city': 'Seattle', 'arrival_city': ['Calgary'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': 'Echoes of the Prairie No.3'},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['luxury travelers']}",0.0,0.0,3
"I'd like to arrange a one way holiday from Ottawa to Winnipeg for photography. We are 3 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 9092 USD. Maybe stay at Riverfront Heritage Suites, which is well rated and has 5.0-star, for about 131.0 USD per night.",medium,['photography'],"{""person_num"": 3, ""budget"": ""9092"", ""days"": 3}","{'departure_city': 'Ottawa', 'arrival_city': ['Winnipeg'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Riverfront Heritage Suites', 'price': '131.0', 'star': '5.0', 'rating': '8.6', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['photography']}",0.0,0.0,3
"Looking to arrange a one way break for 3 travelers from Orlando to Cleveland for with children. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 7738 USD. We'd like to rent a EV that seats 5 people, about 116.54 USD per day.",medium,['with children'],"{""person_num"": 3, ""budget"": ""7738"", ""days"": 3}","{'departure_city': 'Orlando', 'arrival_city': ['Cleveland'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '116.54', 'car_type': 'EV', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['with children']}",0.0,0.0,3
"Interested in a round trip journey for 5 travelers from Atlanta to Dublin for with children. We'll stay 3 days, need 3 hotel room(s), and our collective budget is 20248 USD. Maybe stay at Dublin Resort Inn 62, which is well rated and has 3.0-star, for about 116.0 USD per night.",medium,['with children'],"{""person_num"": 5, ""budget"": ""20248"", ""days"": 3}","{'departure_city': 'Atlanta', 'arrival_city': ['Dublin'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Dublin Resort Inn 62', 'price': '116.0', 'star': '3.0', 'rating': '10.0', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['with children']}",0.0,0.0,3
"Interested in a one way journey for 2 travelers from Budapest to Prague for foodie. We'll stay 3 days, need 1 hotel room(s), and our collective budget is 5528 USD.",medium,['foodie'],"{""person_num"": 2, ""budget"": ""5528"", ""days"": 3}","{'departure_city': 'Budapest', 'arrival_city': ['Prague'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['foodie']}",0.0,0.0,3
"I'd like to organize a round trip journey from Shenyang to Narita for photography for 3 people. We'll stay 3 days, need 2 hotel room(s), and would prefer the total to stay below 5161 USD. We'd like to rent a Luxury that seats 5 people, about 112.29 USD per day.",medium,['photography'],"{""person_num"": 3, ""budget"": ""5161"", ""days"": 3}","{'departure_city': 'Shenyang', 'arrival_city': ['Narita'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '112.29', 'car_type': 'Luxury', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['photography']}",0.0,0.0,3
"Looking for help planning a one way jaunt for 1 travelers from Eindhoven to London for luxury travelers. I'll stay 3 days, need 1 hotel room(s), and my collective budget is 1419 USD. I'd like to rent a Wagon that seats 5 people, about 98.46 USD per day.",medium,['luxury travelers'],"{""person_num"": 1, ""budget"": ""1419"", ""days"": 3}","{'departure_city': 'Eindhoven', 'arrival_city': ['London'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '98.46', 'car_type': 'Wagon', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['luxury travelers']}",0.0,0.0,3
"I'm planning ahead for a one way adventure for 2 travelers from Harbin to Jinan for luxury travelers. We'll stay 3 days, need 1 hotel room(s), and our collective budget is 5661 USD. We'd like to rent a Sedan that seats 5 people, about 60.35 USD per day.",medium,['luxury travelers'],"{""person_num"": 2, ""budget"": ""5661"", ""days"": 3}","{'departure_city': 'Harbin', 'arrival_city': ['Jinan'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '60.35', 'car_type': 'Sedan', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['luxury travelers']}",0.0,0.0,3
"Could you plan a round trip expedition from Tbilisi to Riga for foodie. We are 4 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 3043 USD.",medium,['foodie'],"{""person_num"": 4, ""budget"": ""3043"", ""days"": 3}","{'departure_city': 'Tbilisi', 'arrival_city': ['Riga'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['foodie']}",0.0,0.0,3
"Interested in a round trip journey from Lima to Bogota for road trip. We are 5 travelers and we'll stay 3 days, need 3 hotel room(s), and our collective budget is 14272 USD. It would be great to visit Café de los Sueños while in Bogota.",medium,['road trip'],"{""person_num"": 5, ""budget"": ""14272"", ""days"": 3}","{'departure_city': 'Lima', 'arrival_city': ['Bogota'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': 'Café de los Sueños'},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['road trip']}",0.0,0.0,3
"Help me set up a round trip itinerary from Okinawa to Kagoshima for nightlife enthusiast. We are 4 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 3194 USD.",medium,['nightlife enthusiast'],"{""person_num"": 4, ""budget"": ""3194"", ""days"": 3}","{'departure_city': 'Okinawa', 'arrival_city': ['Kagoshima'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['nightlife enthusiast']}",0.0,0.0,3
"Need guidance for a round trip expedition from Faro to Edinburgh for road trip. I'll stay 3 days, need 1 hotel room(s), and my budget is 2907 USD. Maybe stay at Edinburgh Plaza Inn 60, which is well rated and has 5.0-star, for about 204.0 USD per night.",medium,['road trip'],"{""person_num"": 1, ""budget"": ""2907"", ""days"": 3}","{'departure_city': 'Faro', 'arrival_city': ['Edinburgh'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Edinburgh Plaza Inn 60', 'price': '204.0', 'star': '5.0', 'rating': '9.0', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['road trip']}",0.0,0.0,3
"I'm arranging a round trip tour for 3 travelers from Bangalore to Abu Dhabi for luxury travelers. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 1829 USD. Maybe stay at Abu Dhabi Plaza Inn 61, which is well rated and has 4.0-star, for about 160.0 USD per night.",medium,['luxury travelers'],"{""person_num"": 3, ""budget"": ""1829"", ""days"": 3}","{'departure_city': 'Bangalore', 'arrival_city': ['Abu Dhabi'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Abu Dhabi Plaza Inn 61', 'price': '160.0', 'star': '4.0', 'rating': '8.4', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['luxury travelers']}",0.0,0.0,3
"Interested in a one way journey from Toronto to Raleigh for nightlife enthusiast. We are 2 travelers and we'll stay 3 days, need 1 hotel room(s), and our collective budget is 1912 USD. Maybe stay at Raleigh Royal Hotel 26, which is well rated and has 3.0-star, for about 99.0 USD per night.",medium,['nightlife enthusiast'],"{""person_num"": 2, ""budget"": ""1912"", ""days"": 3}","{'departure_city': 'Toronto', 'arrival_city': ['Raleigh'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Raleigh Royal Hotel 26', 'price': '99.0', 'star': '3.0', 'rating': '7.6', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['nightlife enthusiast']}",0.0,0.0,3
"I'm planning ahead for a round trip adventure from Macau to Singapore for luxury travelers. We are 4 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 7598 USD. It would be great to visit Universal Studios Singapore Adventure while in Singapore.",medium,['luxury travelers'],"{""person_num"": 4, ""budget"": ""7598"", ""days"": 3}","{'departure_city': 'Macau', 'arrival_city': ['Singapore'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': 'Universal Studios Singapore Adventure'},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['luxury travelers']}",0.0,0.0,3
"I need advice on a one way trek from Istanbul to Abu Dhabi for fast-Paced budget travel. I'll stay 3 days, need 1 hotel room(s), and my budget is 984 USD. Maybe stay at Abu Dhabi Plaza Inn 55, which is well rated and has 3.0-star, for about 113.0 USD per night.",medium,['fast-Paced budget travel'],"{""person_num"": 1, ""budget"": ""984"", ""days"": 3}","{'departure_city': 'Istanbul', 'arrival_city': ['Abu Dhabi'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Abu Dhabi Plaza Inn 55', 'price': '113.0', 'star': '3.0', 'rating': '9.0', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['fast-Paced budget travel']}",0.0,0.0,3
"I'm planning ahead for a one way adventure for 5 travelers from Larnaca to Beirut for elderly travelers. We'll stay 3 days, need 3 hotel room(s), and our collective budget is 2334 USD. Maybe stay at Beirut Boutique Resort 70, which is well rated and has 4.0-star, for about 41.0 USD per night.",medium,['elderly travelers'],"{""person_num"": 5, ""budget"": ""2334"", ""days"": 3}","{'departure_city': 'Larnaca', 'arrival_city': ['Beirut'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Beirut Boutique Resort 70', 'price': '41.0', 'star': '4.0', 'rating': '10.0', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['elderly travelers']}",0.0,0.0,3
"Could you plan a round trip expedition for 3 travelers from Gaziemir to Spata-Artemida for disabled traveler. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 8673 USD.",medium,['disabled traveler'],"{""person_num"": 3, ""budget"": ""8673"", ""days"": 3}","{'departure_city': 'Gaziemir', 'arrival_city': ['Spata-Artemida'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['disabled traveler']}",0.0,0.0,3
"Could you help me set up a 3-day journey from Hong Kong to Busan for foodie? There will be 1 of me and I'd like 1 hotel room(s). one way flight preferred. I'm aiming for a budget around 528 USD. Maybe stay at Gwangalli Suites Yeongdo, which is well rated and has 4.5-star, for about 66.0 USD per night.",medium,['foodie'],"{""person_num"": 1, ""budget"": ""528"", ""days"": 3}","{'departure_city': 'Hong Kong', 'arrival_city': ['Busan'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Gwangalli Suites Yeongdo', 'price': '66.0', 'star': '4.5', 'rating': '9.4', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['foodie']}",0.0,0.0,3
"I'd love to take a one way journey from Helsinki to Spata-Artemida for business travelers. We are 4 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 10274 USD.",medium,['business travelers'],"{""person_num"": 4, ""budget"": ""10274"", ""days"": 3}","{'departure_city': 'Helsinki', 'arrival_city': ['Spata-Artemida'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['business travelers']}",0.0,0.0,3
"I'm looking into a round trip vacation for 4 travelers from Dubai to Narita for disabled traveler. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 19675 USD. We'd like to rent a Convertible that seats 4 people, about 133.83 USD per day.",medium,['disabled traveler'],"{""person_num"": 4, ""budget"": ""19675"", ""days"": 3}","{'departure_city': 'Dubai', 'arrival_city': ['Narita'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '133.83', 'car_type': 'Convertible', 'capacity': '4'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['disabled traveler']}",0.0,0.0,3
"I'd like to organize a round trip journey from Rome to Bologna for business travelers for 1 people. I'll stay 3 days, need 1 hotel room(s), and would prefer the total to stay below 619 USD. It would be great to visit Aria Spire while in Bologna.",medium,['business travelers'],"{""person_num"": 1, ""budget"": ""619"", ""days"": 3}","{'departure_city': 'Rome', 'arrival_city': ['Bologna'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': 'Aria Spire'},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['business travelers']}",0.0,0.0,3
"I need advice on a round trip trek from Las Vegas to Toronto for couples trip. We are 2 travelers and we'll stay 3 days, need 1 hotel room(s), and our collective budget is 6624 USD.",medium,['couples trip'],"{""person_num"": 2, ""budget"": ""6624"", ""days"": 3}","{'departure_city': 'Las Vegas', 'arrival_city': ['Toronto'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['couples trip']}",0.0,0.0,3
"Want to visit Venezia from Spata-Artemida for fast-Paced budget travel! It's 5 of us, 3 days, 3 hotel room(s), round trip flight. Can we keep it all under 5498 USD? We'd like to rent a Luxury that seats 5 people, about 112.18 USD per day.",medium,['fast-Paced budget travel'],"{""person_num"": 5, ""budget"": ""5498"", ""days"": 3}","{'departure_city': 'Spata-Artemida', 'arrival_city': ['Venezia'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '112.18', 'car_type': 'Luxury', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 1, 'implicit_keyword': ['fast-Paced budget travel']}",0.0,0.0,3
"Please assist with a one way travel plan from Budapest to Edinburgh for road trip and photography. We are 3 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 1777 USD. It would be great to visit Echoes of the Deep Interactive Gallery while in Edinburgh.",medium,"['road trip', 'photography']","{""person_num"": 3, ""budget"": ""1777"", ""days"": 3}","{'departure_city': 'Budapest', 'arrival_city': ['Edinburgh'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': 'Echoes of the Deep Interactive Gallery'},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['road trip', 'photography']}",0.0,0.0,4
"I'm considering a one way getaway from Salt Lake to Oakland for elderly travelers and foodie. We are 5 travelers and we'll stay 3 days, need 3 hotel room(s), and our collective budget is 3781 USD.",medium,"['elderly travelers', 'foodie']","{""person_num"": 5, ""budget"": ""3781"", ""days"": 3}","{'departure_city': 'Salt Lake', 'arrival_city': ['Oakland'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['elderly travelers', 'foodie']}",0.0,0.0,4
"Please assist with a round trip travel plan for 4 travelers from Beirut to Sharjah for photography and disabled traveler. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 11491 USD.",medium,"['photography', 'disabled traveler']","{""person_num"": 4, ""budget"": ""11491"", ""days"": 3}","{'departure_city': 'Beirut', 'arrival_city': ['Sharjah'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['photography', 'disabled traveler']}",0.0,0.0,4
"I'd like to organize a one way journey from Helsinki to Burgas for couples trip and foodie for 3 people. We'll stay 3 days, need 2 hotel room(s), and would prefer the total to stay below 4144 USD.",medium,"['couples trip', 'foodie']","{""person_num"": 3, ""budget"": ""4144"", ""days"": 3}","{'departure_city': 'Helsinki', 'arrival_city': ['Burgas'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['couples trip', 'foodie']}",0.0,0.0,4
"Please assist with a one way travel plan for 5 travelers from Dubai to Muscat for business travelers and disabled traveler. We'll stay 3 days, need 3 hotel room(s), and our collective budget is 13135 USD. Maybe stay at Al Wusta Oasis Resort, which is well rated and has 5.0-star, for about 96.0 USD per night.",medium,"['business travelers', 'disabled traveler']","{""person_num"": 5, ""budget"": ""13135"", ""days"": 3}","{'departure_city': 'Dubai', 'arrival_city': ['Muscat'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Al Wusta Oasis Resort', 'price': '96.0', 'star': '5.0', 'rating': '8.2', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['business travelers', 'disabled traveler']}",0.0,0.0,4
"Please assist with a one way travel plan from Nanning to Hangzhou for nightlife enthusiast and photography. We are 3 travelers and we'll stay 3 days, need 2 hotel room(s), and our collective budget is 1991 USD. We'd like to rent a Economy that seats 4 people, about 49.7 USD per day.",medium,"['nightlife enthusiast', 'photography']","{""person_num"": 3, ""budget"": ""1991"", ""days"": 3}","{'departure_city': 'Nanning', 'arrival_city': ['Hangzhou'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '49.7', 'car_type': 'Economy', 'capacity': '4'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['nightlife enthusiast', 'photography']}",0.0,0.0,4
We are 4 travelers. I am hoping to book a round trip ticket from Napoli to Budapest for road trip and photography. Planning to spend 3 days and need 2 hotel room(s). Hoping not to exceed 10499 USD.,medium,"['road trip', 'photography']","{""person_num"": 4, ""budget"": ""10499"", ""days"": 3}","{'departure_city': 'Napoli', 'arrival_city': ['Budapest'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['road trip', 'photography']}",0.0,0.0,4
"Help me set up a one way itinerary for 3 travelers from Doha to Kolkata for couples trip and elderly travelers. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 2547 USD. Maybe stay at Riverfront Heritage Garden Resort, which is well rated and has 3.5-star, for about 170.0 USD per night.",medium,"['couples trip', 'elderly travelers']","{""person_num"": 3, ""budget"": ""2547"", ""days"": 3}","{'departure_city': 'Doha', 'arrival_city': ['Kolkata'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Riverfront Heritage Garden Resort', 'price': '170.0', 'star': '3.5', 'rating': '8.0', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['couples trip', 'elderly travelers']}",0.0,0.0,4
"I'm considering a round trip getaway from Taoyuan to Ningbo for road trip and couples trip. We are 2 travelers and we'll stay 3 days, need 1 hotel room(s), and our collective budget is 2377 USD. Maybe stay at Ningbo Sky Inn 26, which is well rated and has 3.5-star, for about 44.0 USD per night.",medium,"['road trip', 'couples trip']","{""person_num"": 2, ""budget"": ""2377"", ""days"": 3}","{'departure_city': 'Taoyuan', 'arrival_city': ['Ningbo'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Ningbo Sky Inn 26', 'price': '44.0', 'star': '3.5', 'rating': '7.8', 'rooms_count': ''}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['road trip', 'couples trip']}",0.0,0.0,4
"Seeking your help for a round trip outing for 3 travelers from Columbus to Charlotte for photography and couples trip. We'll stay 3 days, need 2 hotel room(s), and our collective budget is 10208 USD. We'd like to rent a Wagon that seats 5 people, about 77.55 USD per day.",medium,"['photography', 'couples trip']","{""person_num"": 3, ""budget"": ""10208"", ""days"": 3}","{'departure_city': 'Columbus', 'arrival_city': ['Charlotte'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '77.55', 'car_type': 'Wagon', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['photography', 'couples trip']}",0.0,0.0,4
"Need guidance for a round trip expedition from Gdańsk to Warsaw for elderly travelers and road trip. We are 2 travelers and we'll stay 3 days, need 1 hotel room(s), and our collective budget is 5185 USD. It would be great to visit Echo Ridge while in Warsaw.",medium,"['elderly travelers', 'road trip']","{""person_num"": 2, ""budget"": ""5185"", ""days"": 3}","{'departure_city': 'Gdańsk', 'arrival_city': ['Warsaw'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': 'Echo Ridge'},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['elderly travelers', 'road trip']}",0.0,0.0,4
"I'm keen on a one way voyage for 2 travelers from Karachi to Riyadh for with children and road trip. We'll stay 3 days, need 1 hotel room(s), and our collective budget is 5501 USD. We'd like to rent a Sedan that seats 5 people, about 68.71 USD per day.",medium,"['with children', 'road trip']","{""person_num"": 2, ""budget"": ""5501"", ""days"": 3}","{'departure_city': 'Karachi', 'arrival_city': ['Riyadh'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '68.71', 'car_type': 'Sedan', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['with children', 'road trip']}",0.0,0.0,4
Could you help me set up a 3-day journey from Thiruvananthapuram to Mumbai for disabled traveler and elderly travelers? There will be 5 of us and we'd like 3 hotel room(s). one way flight preferred. We're aiming for a budget around 13539 USD. It would be great to visit Coral Cove Wildlife Trail while in Mumbai.,medium,"['disabled traveler', 'elderly travelers']","{""person_num"": 5, ""budget"": ""13539"", ""days"": 3}","{'departure_city': 'Thiruvananthapuram', 'arrival_city': ['Mumbai'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': 'Coral Cove Wildlife Trail'},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['disabled traveler', 'elderly travelers']}",0.0,0.0,4
"Looking for help planning a round trip jaunt for 2 travelers from Palma de Mallorca to Hamburg for disabled traveler and with children. We'll stay 3 days, need 1 hotel room(s), and our collective budget is 2062 USD. We'd like to rent a Wagon that seats 5 people, about 107.58 USD per day.",medium,"['disabled traveler', 'with children']","{""person_num"": 2, ""budget"": ""2062"", ""days"": 3}","{'departure_city': 'Palma de Mallorca', 'arrival_city': ['Hamburg'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '107.58', 'car_type': 'Wagon', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ''},{'cities_count': 1},"{'implicit_keywords_count': 2, 'implicit_keyword': ['disabled traveler', 'with children']}",0.0,0.0,4
